"PolicyID","ClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density"
311656,1279,1,0.5,"d",1,64,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
311693,646,1,0.5,"g",1,29,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",82
311812,585,1,0.54,"d",1,52,"Japanese (except Nissan) or Korean","Regular","Aquitaine",35
311827,1183,1,0.34,"e",0,70,"Japanese (except Nissan) or Korean","Diesel","Poitou-Charentes",353
311840,586,1,0.45,"g",1,28,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",16533
311966,1218,1,0.57,"h",1,61,"Japanese (except Nissan) or Korean","Diesel","Nord-Pas-de-Calais",346
311992,513,1,0.42,"h",1,25,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",2792
312003,1204,1,0.57,"k",1,34,"Japanese (except Nissan) or Korean","Diesel","Basse-Normandie",29
312082,449,1,0.4,"g",7,32,"Opel, General Motors or Ford","Regular","Ile-de-France",104
312239,1199,1,0.36,"f",3,54,"Japanese (except Nissan) or Korean","Regular","Centre",93
312248,1178,1,0.36,"e",1,29,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",2375
312291,6348,1,0.65,"d",2,23,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",5376
312306,1233,1,0.65,"j",6,61,"other","Diesel","Ile-de-France",5033
312320,1234,1,0.35,"d",1,50,"Japanese (except Nissan) or Korean","Regular","Aquitaine",80
312350,1179,1,0.66,"g",2,40,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",4427
312366,1242,1,0.66,"e",1,41,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",16533
312411,1115,1,0.67,"d",1,44,"Japanese (except Nissan) or Korean","Regular","Aquitaine",80
312432,1250,1,0.32,"l",0,33,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",1868
312528,1183,1,0.69,"k",1,42,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",10156
312542,2490,1,0.69,"d",1,60,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",15
312549,1147,2,0.69,"h",1,56,"Japanese (except Nissan) or Korean","Regular","Aquitaine",4456
312549,1179,2,0.69,"h",1,56,"Japanese (except Nissan) or Korean","Regular","Aquitaine",4456
312612,61396,1,0.28,"h",1,71,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3110
312639,1219,1,0.72,"l",1,50,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",86
312689,1234,2,0.74,"f",9,26,"Renault, Nissan or Citroen","Diesel","Aquitaine",1055
312689,793,2,0.74,"f",9,26,"Renault, Nissan or Citroen","Diesel","Aquitaine",1055
312702,1221,1,0.74,"j",3,41,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
312716,1184,1,0.73,"k",1,49,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",104
312888,588,1,0.73,"k",4,43,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",2411
312966,1180,1,0.21,"d",1,25,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",4998
312980,1190,1,0.19,"h",5,26,"Volkswagen, Audi, Skoda or Seat","Regular","Ile-de-France",9215
313009,1212,1,0.75,"d",1,42,"Japanese (except Nissan) or Korean","Diesel","Poitou-Charentes",89
313019,428,1,0.79,"d",10,33,"Opel, General Motors or Ford","Regular","Nord-Pas-de-Calais",1289
313076,1222,1,0.8,"l",1,41,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",688
313109,1226,1,0.39,"k",5,63,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",67
313117,35436,2,0.81,"g",2,43,"Japanese (except Nissan) or Korean","Diesel","Limousin",28
313117,1164,2,0.81,"g",2,43,"Japanese (except Nissan) or Korean","Diesel","Limousin",28
313123,1174,1,0.81,"j",4,72,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
313176,715,2,0.53,"j",2,39,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
313176,1215,2,0.53,"j",2,39,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
313212,1214,1,0.03,"d",15,51,"Renault, Nissan or Citroen","Regular","Ile-de-France",14368
313217,1237,1,0.6,"d",1,43,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",483
313246,743,1,0.15,"h",5,65,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",127
313307,1217,1,0.84,"e",1,50,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3663
313314,1203,1,0.43,"d",1,51,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",518
313327,1244,1,0.11,"d",1,30,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",916
313333,567,2,0.86,"d",1,35,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",14368
313333,1216,2,0.86,"d",1,35,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",14368
313358,1177,2,0.75,"g",1,32,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",16284
313358,1204,2,0.75,"g",1,32,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",16284
313367,1229,1,0.87,"j",1,46,"Japanese (except Nissan) or Korean","Regular","Bretagne",1690
313449,529,1,0.56,"g",1,24,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",411
313472,1217,1,0.76,"g",10,60,"Renault, Nissan or Citroen","Diesel","Bretagne",59
313485,1194,1,0.88,"g",1,34,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",3834
313496,1215,1,0.89,"e",1,42,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",5460
313537,1250,1,0.83,"f",5,32,"Opel, General Motors or Ford","Diesel","Nord-Pas-de-Calais",1101
313565,1199,1,0.9,"h",1,65,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",219
313690,78,1,0.1,"d",1,47,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",7571
313691,1332,1,0.81,"d",1,47,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",7571
313751,117,1,0.94,"g",10,30,"Fiat","Regular","Aquitaine",74
313779,2718,1,0.45,"f",1,48,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",1368
313801,1165,1,0.95,"e",4,52,"Volkswagen, Audi, Skoda or Seat","Regular","Ile-de-France",527
313842,8279,1,0.92,"h",0,47,"Japanese (except Nissan) or Korean","Diesel","Bretagne",747
313920,1204,1,0.96,"l",1,59,"Japanese (except Nissan) or Korean","Diesel","Nord-Pas-de-Calais",410
313945,1148,1,0.97,"d",1,67,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",164
314049,1134,1,0.86,"i",0,37,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",9484
314107,196,1,0.24,"e",10,34,"Volkswagen, Audi, Skoda or Seat","Diesel","Ile-de-France",104
314133,1227,1,0.92,"h",0,50,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",3339
314162,1854,1,0.59,"f",10,64,"Renault, Nissan or Citroen","Diesel","Ile-de-France",4478
314177,1197,1,0.87,"g",0,49,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",48
314199,1278,1,0.9,"h",2,41,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",3023
314228,1215,1,0.89,"h",0,73,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",5936
314241,1197,2,0.41,"h",2,45,"Fiat","Diesel","Ile-de-France",3385
314241,1179,2,0.41,"h",2,45,"Fiat","Diesel","Ile-de-France",3385
314251,1221,1,0.92,"g",10,31,"Fiat","Regular","Centre",856
314297,1265,2,0.83,"h",1,42,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",10477
314297,669,2,0.83,"h",1,42,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",10477
314327,547,1,0.39,"i",3,45,"Fiat","Diesel","Ile-de-France",3385
314328,587,1,0.39,"j",5,45,"Opel, General Motors or Ford","Diesel","Ile-de-France",3385
314355,736,1,0.94,"e",15,27,"Renault, Nissan or Citroen","Regular","Centre",20
314365,16147,1,0.88,"h",5,46,"Opel, General Motors or Ford","Regular","Ile-de-France",1358
314428,19934,2,0.92,"f",4,72,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3258
314428,6151,2,0.92,"f",4,72,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3258
314463,1150,1,0.86,"l",0,37,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",27000
314539,1246,1,0.9,"e",0,25,"Opel, General Motors or Ford","Diesel","Nord-Pas-de-Calais",2365
314553,1241,1,0.06,"h",0,41,"Japanese (except Nissan) or Korean","Diesel","Limousin",485
314567,1224,1,0.75,"o",10,57,"Japanese (except Nissan) or Korean","Regular","Aquitaine",127
314585,82,2,0.58,"e",10,57,"other","Diesel","Ile-de-France",4650
314585,1240,2,0.58,"e",10,57,"other","Diesel","Ile-de-France",4650
314627,559,1,0.55,"i",2,53,"Japanese (except Nissan) or Korean","Regular","Aquitaine",67
314628,1184,1,0.82,"g",1,32,"Japanese (except Nissan) or Korean","Diesel","Centre",116
314635,1198,1,0.79,"g",2,57,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",6257
314644,1213,1,0.88,"e",15,54,"Renault, Nissan or Citroen","Regular","Ile-de-France",6284
314661,1910,1,0.88,"d",2,24,"Japanese (except Nissan) or Korean","Diesel","Haute-Normandie",876
314685,1181,1,0.83,"h",0,47,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
314706,1126,1,0.81,"e",3,28,"Renault, Nissan or Citroen","Regular","Centre",1313
314722,1218,1,0.27,"f",10,48,"Renault, Nissan or Citroen","Diesel","Ile-de-France",411
314761,1217,1,0.69,"j",0,34,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3184
314780,542,1,0.38,"g",15,50,"Mercedes, Chrysler or BMW","Regular","Pays-de-la-Loire",21
314781,4359,1,0.47,"f",10,50,"other","Diesel","Pays-de-la-Loire",21
314842,6854,1,0.71,"g",6,23,"Mercedes, Chrysler or BMW","Diesel","Aquitaine",1309
314901,1248,2,0.75,"d",0,26,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",1063
314901,1190,2,0.75,"d",0,26,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",1063
314959,1144,1,0.58,"f",3,24,"Opel, General Motors or Ford","Diesel","Aquitaine",260
314983,1258,1,0.51,"j",1,56,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",312
315043,72,1,0.24,"f",8,31,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",910
315048,408,1,0.79,"g",10,25,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",910
315106,567,1,0.69,"d",0,41,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",8023
315137,1204,2,0.71,"g",0,59,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",126
315137,974,2,0.71,"g",0,59,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",126
315146,4349,1,0.75,"g",4,24,"Renault, Nissan or Citroen","Diesel","Aquitaine",136
315174,613,1,0.67,"h",0,63,"Japanese (except Nissan) or Korean","Diesel","Basse-Normandie",335
315178,1197,1,0.6,"e",0,57,"Japanese (except Nissan) or Korean","Regular","Aquitaine",45
315197,1210,1,0.68,"g",0,22,"Japanese (except Nissan) or Korean","Regular","Haute-Normandie",1937
315204,630,1,0.66,"g",1,74,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",17140
315257,3679,1,0.58,"k",9,31,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",269
315258,1238,1,0.17,"k",9,31,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",269
315278,1169,1,0.38,"f",1,32,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",3193
315291,1145,1,0.69,"g",0,48,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",3339
315304,4809,2,0.75,"e",9,26,"Renault, Nissan or Citroen","Regular","Haute-Normandie",22
315304,549,2,0.75,"e",9,26,"Renault, Nissan or Citroen","Regular","Haute-Normandie",22
315320,2072,1,0.74,"f",2,35,"Japanese (except Nissan) or Korean","Diesel","Centre",394
315321,2653,2,0.09,"e",4,66,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",545
315321,576,2,0.09,"e",4,66,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",545
315349,561,3,0.67,"i",10,34,"other","Diesel","Nord-Pas-de-Calais",1090
315349,162,3,0.67,"i",10,34,"other","Diesel","Nord-Pas-de-Calais",1090
315349,1201,3,0.67,"i",10,34,"other","Diesel","Nord-Pas-de-Calais",1090
315369,555,2,0.15,"f",5,61,"Renault, Nissan or Citroen","Diesel","Aquitaine",128
315369,1162,2,0.15,"f",5,61,"Renault, Nissan or Citroen","Diesel","Aquitaine",128
315383,1221,2,0.72,"g",0,47,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",263
315383,1145,2,0.72,"g",0,47,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",263
315597,1246,2,0.67,"e",0,67,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",817
315597,237,2,0.67,"e",0,67,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",817
315644,1201,1,0.66,"g",15,44,"Renault, Nissan or Citroen","Regular","Ile-de-France",5628
315696,1233,1,0.56,"j",0,52,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",17140
315778,1198,1,0.62,"h",2,47,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",2580
315781,1245,1,0.13,"h",0,24,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",923
315807,90,1,0.11,"g",10,35,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
315832,539,1,0.6,"g",1,69,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",27000
315835,1056,1,0.6,"d",5,49,"Renault, Nissan or Citroen","Regular","Ile-de-France",2907
315929,1238,1,0.52,"g",4,35,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",1472
315983,1202,1,0.47,"j",15,38,"Renault, Nissan or Citroen","Regular","Ile-de-France",6570
316043,1165,1,0.33,"d",5,80,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",16533
316085,602,2,0.47,"g",0,54,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",127
316085,5493,2,0.47,"g",0,54,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",127
316111,1248,1,0.51,"h",0,47,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",2887
316120,1237,1,0.53,"g",0,57,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",620
316151,567,1,0.52,"g",1,34,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",1842
316253,1222,1,0.5,"g",9,66,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",46
316360,1226,1,0.41,"g",2,37,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3055
316409,1237,2,0.46,"h",0,38,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",1500
316409,31024,2,0.46,"h",0,38,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",1500
316612,2160,1,0.02,"g",0,73,"Japanese (except Nissan) or Korean","Diesel","Poitou-Charentes",39
316764,289,1,0.31,"h",0,23,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",4220
316843,1193,1,0.24,"f",0,23,"Japanese (except Nissan) or Korean","Regular","Aquitaine",196
316868,1232,1,0.25,"o",0,74,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",27000
316913,1762,1,0.29,"e",10,18,"Renault, Nissan or Citroen","Regular","Aquitaine",685
316917,1237,1,0.29,"j",15,53,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",7306
317097,1199,1,0.24,"f",0,23,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",388
317108,1190,1,0.24,"e",9,32,"Fiat","Diesel","Aquitaine",1055
317110,1209,1,0.09,"d",0,73,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",434
317139,1201,1,0.22,"d",4,37,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",7259
317216,547,1,0.21,"d",0,33,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",27000
317251,1226,1,0.14,"d",2,48,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
317474,1144,1,0.12,"g",2,60,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",4456
317853,1194,1,0.53,"k",2,40,"Japanese (except Nissan) or Korean","Diesel","Haute-Normandie",2681
317899,666,1,0.46,"f",8,30,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",2983
317921,1214,1,0.46,"e",3,32,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3023
317938,565,1,0.53,"e",2,30,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3184
317964,1234,1,0.53,"h",2,60,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",2663
317998,1169,1,0.31,"g",2,25,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",2983
318126,1219,1,0.37,"g",2,45,"Japanese (except Nissan) or Korean","Diesel","Haute-Normandie",428
318160,1231,1,0.62,"g",10,44,"Japanese (except Nissan) or Korean","Regular","Pays-de-la-Loire",4128
318353,1149,1,0.7,"k",2,50,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",5410
318399,375,1,0.28,"e",5,27,"Fiat","Diesel","Poitou-Charentes",238
318563,1183,1,0.29,"g",2,33,"Japanese (except Nissan) or Korean","Diesel","Nord-Pas-de-Calais",2606
318581,969,1,0.7,"h",2,65,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",512
318661,1153,1,0.78,"h",2,39,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",127
318713,1220,1,0.78,"o",10,48,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",2400
318723,744,1,0.87,"f",15,45,"Renault, Nissan or Citroen","Diesel","Ile-de-France",254
318738,1176,1,0.78,"g",2,29,"Japanese (except Nissan) or Korean","Diesel","Limousin",45
318755,1172,1,0.1,"j",2,49,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",4685
318806,1255,1,0.87,"j",4,52,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
318835,4,1,0.78,"f",9,32,"Japanese (except Nissan) or Korean","Regular","Pays-de-la-Loire",75
318868,1172,1,0.78,"e",10,24,"Volkswagen, Audi, Skoda or Seat","Regular","Nord-Pas-de-Calais",3200
318879,1204,1,0.78,"e",6,24,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",936
318911,1240,1,0.78,"j",1,40,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",5332
318954,1587,1,0.21,"g",2,29,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",2007
319008,1156,1,0.87,"d",2,81,"Japanese (except Nissan) or Korean","Regular","Poitou-Charentes",140
319144,1475,1,0.71,"f",2,53,"Volkswagen, Audi, Skoda or Seat","Diesel","Ile-de-France",3173
319198,1020,1,0.51,"g",10,29,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",1767
319252,1263,2,0.3,"f",2,28,"Japanese (except Nissan) or Korean","Diesel","Bretagne",3021
319252,552,2,0.3,"f",2,28,"Japanese (except Nissan) or Korean","Diesel","Bretagne",3021
319254,82,1,0.56,"f",2,28,"Japanese (except Nissan) or Korean","Diesel","Bretagne",3021
319321,1223,1,0.22,"g",10,41,"Renault, Nissan or Citroen","Regular","Haute-Normandie",870
319349,1186,1,0.95,"j",2,49,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",16533
319424,648,2,0.7,"f",4,42,"Renault, Nissan or Citroen","Diesel","Ile-de-France",61
319424,673,2,0.7,"f",4,42,"Renault, Nissan or Citroen","Diesel","Ile-de-France",61
319434,1165,2,0.95,"e",1,27,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",2354
319434,748,2,0.95,"e",1,27,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",2354
319471,1258,1,0.69,"j",10,24,"Mercedes, Chrysler or BMW","Regular","Poitou-Charentes",886
319488,331,1,0.95,"e",2,49,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",9
319498,943,1,0.77,"l",2,57,"Japanese (except Nissan) or Korean","Diesel","Haute-Normandie",3093
319513,254,1,0.95,"f",10,69,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",5376
319556,1237,1,0.59,"h",3,41,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",1421
319572,567,1,0.95,"h",2,65,"Japanese (except Nissan) or Korean","Diesel","Bretagne",4087
319624,590,1,0.96,"e",4,28,"Volkswagen, Audi, Skoda or Seat","Diesel","Pays-de-la-Loire",4128
319641,1128,1,0.22,"l",3,72,"Japanese (except Nissan) or Korean","Diesel","Centre",43
319666,1265,1,0.96,"f",2,71,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",1759
319716,1248,1,0.96,"j",4,47,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",220
319734,1188,2,0.92,"h",1,54,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",21410
319734,575,2,0.92,"h",1,54,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",21410
319741,1178,1,0.96,"j",2,43,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",1807
319748,6385,1,0.96,"i",15,26,"Volkswagen, Audi, Skoda or Seat","Regular","Nord-Pas-de-Calais",7259
319837,1190,1,0.6,"j",6,47,"Japanese (except Nissan) or Korean","Diesel","Poitou-Charentes",50
319926,555,2,0.36,"e",10,43,"Volkswagen, Audi, Skoda or Seat","Diesel","Ile-de-France",3599
